model,iteration,average_prob
Model1,40000,4.2889e-60
Model1,60000,4.35286e-60
Model1,80000,4.48803e-60
Model1,100000,4.51476e-60
Model1,120000,4.52593e-60
Model1,140000,4.5642e-60
Model1,160000,4.50065e-60
Model1,180000,4.53958e-60
Model1,200000,4.53306e-60
Model1,220000,4.52479e-60
Model1,240000,4.52795e-60
Model1,260000,4.52838e-60
Model1,280000,4.53511e-60
Model1,300000,4.55827e-60
Model1,320000,4.54427e-60
Model1,340000,4.55671e-60
Model1,360000,4.55172e-60
Model1,380000,4.53001e-60
Model1,400000,4.53503e-60
Model1,420000,4.53439e-60
Model1,440000,4.53377e-60
Model1,460000,4.51592e-60
Model1,480000,4.54148e-60
Model1,500000,4.55635e-60
Model1,520000,4.5409e-60
Model1,540000,4.53831e-60
Model1,560000,4.52439e-60
Model1,580000,4.5313e-60
Model1,600000,4.53322e-60
Model1,620000,4.51394e-60
Model1,640000,4.50877e-60
Model1,660000,4.51271e-60
Model1,680000,4.4977e-60
Model1,700000,4.50294e-60
Model1,720000,4.50522e-60
Model1,740000,4.49186e-60
Model1,760000,4.49935e-60
Model1,780000,4.49205e-60
Model1,800000,4.49401e-60
Model1,820000,4.49258e-60
Model1,840000,4.49228e-60
Model1,860000,4.48375e-60
Model1,880000,4.48393e-60
Model1,900000,4.4805e-60
Model1,920000,4.47644e-60
Model1,940000,4.47933e-60
Model1,960000,4.48364e-60
Model1,980000,4.48627e-60
Model1,1000000,4.48603e-60
Model1,1020000,4.48648e-60
Model1,1040000,4.47634e-60
Model1,1060000,4.48519e-60
Model1,1080000,4.49374e-60
Model1,1100000,4.49627e-60
Model1,1120000,4.50165e-60
Model1,1140000,4.50586e-60
Model1,1160000,4.5071e-60
Model1,1180000,4.5067e-60
Model1,1200000,4.5055e-60
Model1,1220000,4.50459e-60
Model1,1240000,4.50413e-60
Model1,1260000,4.50052e-60
Model1,1280000,4.49967e-60
Model1,1300000,4.49853e-60
Model1,1320000,4.49528e-60
Model1,1340000,4.48537e-60
Model1,1360000,4.48634e-60
Model1,1380000,4.49435e-60
Model1,1400000,4.49957e-60
Model1,1420000,4.49504e-60
Model1,1440000,4.49996e-60
Model1,1460000,4.50721e-60
Model1,1480000,4.51215e-60
Model1,1500000,4.51394e-60
Model1,1520000,4.51048e-60
Model1,1540000,4.5115e-60
Model1,1560000,4.51436e-60
Model1,1580000,4.51064e-60
Model1,1600000,4.51112e-60
Model1,1620000,4.51023e-60
Model1,1640000,4.5099e-60
Model1,1660000,4.50525e-60
Model1,1680000,4.49873e-60
Model1,1700000,4.49705e-60
Model1,1720000,4.49346e-60
Model1,1740000,4.4936e-60
Model1,1760000,4.49439e-60
Model1,1780000,4.49931e-60
Model1,1800000,4.50113e-60
Model1,1820000,4.50778e-60
Model1,1840000,4.50404e-60
Model1,1860000,4.49748e-60
Model1,1880000,4.49864e-60
Model1,1900000,4.50229e-60
Model1,1920000,4.51185e-60
Model1,1940000,4.50838e-60
Model1,1960000,4.50418e-60
Model1,1980000,4.50867e-60
Model1,2000000,4.50909e-60
Model2,20000,3.10843e-60
Model2,40000,3.09474e-60
Model2,60000,3.21242e-60
Model2,80000,3.20327e-60
Model2,100000,3.13809e-60
Model2,120000,3.19345e-60
Model2,140000,3.22247e-60
Model2,160000,3.21365e-60
Model2,180000,3.22453e-60
Model2,200000,3.22404e-60
Model2,220000,3.26789e-60
Model2,240000,3.26129e-60
Model2,260000,3.25699e-60
Model2,280000,3.26576e-60
Model2,300000,3.31283e-60
Model2,320000,3.30239e-60
Model2,340000,3.30406e-60
Model2,360000,3.30153e-60
Model2,380000,3.28737e-60
Model2,400000,3.26234e-60
Model2,420000,3.25379e-60
Model2,440000,3.25703e-60
Model2,460000,3.27038e-60
Model2,480000,3.2698e-60
Model2,500000,3.26849e-60
Model2,520000,3.25694e-60
Model2,540000,3.25505e-60
Model2,560000,3.26939e-60
Model2,580000,3.27739e-60
Model2,600000,3.27017e-60
Model2,620000,3.28147e-60
Model2,640000,3.28476e-60
Model2,660000,3.28691e-60
Model2,680000,3.27229e-60
Model2,700000,3.28503e-60
Model2,720000,3.26571e-60
Model2,740000,3.25909e-60
Model2,760000,3.26331e-60
Model2,780000,3.26137e-60
Model2,800000,3.26271e-60
Model2,820000,3.26503e-60
Model2,840000,3.25375e-60
Model2,860000,3.26184e-60
Model2,880000,3.24741e-60
Model2,900000,3.24924e-60
Model2,920000,3.23992e-60
Model2,940000,3.24659e-60
Model2,960000,3.24614e-60
Model2,980000,3.24849e-60
Model2,1000000,3.24467e-60
Model2,1020000,3.23892e-60
Model2,1040000,3.23488e-60
Model2,1060000,3.23758e-60
Model2,1080000,3.24568e-60
Model2,1100000,3.25057e-60
Model2,1120000,3.24994e-60
Model2,1140000,3.25124e-60
Model2,1160000,3.25807e-60
Model2,1180000,3.26089e-60
Model2,1200000,3.2585e-60
Model2,1220000,3.25992e-60
Model2,1240000,3.27953e-60
Model2,1260000,3.27541e-60
Model2,1280000,3.2769e-60
Model2,1300000,3.28109e-60
Model2,1320000,3.27971e-60
Model2,1340000,3.27887e-60
Model2,1360000,3.27421e-60
Model2,1380000,3.26869e-60
Model2,1400000,3.26332e-60
Model2,1420000,3.2663e-60
Model2,1440000,3.26664e-60
Model2,1460000,3.26493e-60
Model2,1480000,3.2685e-60
Model2,1500000,3.26725e-60
Model2,1520000,3.26722e-60
Model2,1540000,3.26835e-60
Model2,1560000,3.26528e-60
Model2,1580000,3.26223e-60
Model2,1600000,3.26433e-60
Model2,1620000,3.26123e-60
Model2,1640000,3.26846e-60
Model2,1660000,3.26226e-60
Model2,1680000,3.26211e-60
Model2,1700000,3.2606e-60
Model2,1720000,3.26592e-60
Model2,1740000,3.25819e-60
Model2,1760000,3.25495e-60
Model2,1780000,3.25108e-60
Model2,1800000,3.24872e-60
Model2,1820000,3.24978e-60
Model2,1840000,3.25032e-60
Model2,1860000,3.25062e-60
Model2,1880000,3.24959e-60
Model2,1900000,3.25256e-60
Model2,1920000,3.26141e-60
Model2,1940000,3.25721e-60
Model2,1960000,3.25435e-60
Model2,1980000,3.25273e-60
Model2,2000000,3.25323e-60
Model1,20000,2.71272e-62
Model1,40000,2.72264e-62
Model1,60000,2.68341e-62
Model1,80000,2.78701e-62
Model1,100000,2.92188e-62
Model1,120000,2.78904e-62
Model1,140000,2.89486e-62
Model1,160000,2.96912e-62
Model1,180000,2.95773e-62
Model1,200000,2.99671e-62
Model1,220000,2.98031e-62
Model1,240000,2.98658e-62
Model1,260000,2.99236e-62
Model1,280000,2.97117e-62
Model1,300000,2.98878e-62
Model1,320000,3.01035e-62
Model1,340000,3.013e-62
Model1,360000,2.98376e-62
Model1,380000,2.99709e-62
Model1,400000,2.98083e-62
Model1,420000,3.01424e-62
Model1,440000,2.98937e-62
Model1,460000,2.9987e-62
Model1,480000,2.99943e-62
Model1,500000,3.01732e-62
Model1,520000,3.01258e-62
Model1,540000,3.02309e-62
Model1,560000,3.01519e-62
Model1,580000,3.01346e-62
Model1,600000,3.02716e-62
Model1,620000,3.02713e-62
Model1,640000,3.03946e-62
Model1,660000,3.04992e-62
Model1,680000,3.05256e-62
Model1,700000,3.05283e-62
Model1,720000,3.05026e-62
Model1,740000,3.04292e-62
Model1,760000,3.04232e-62
Model1,780000,3.04278e-62
Model1,800000,3.0454e-62
Model1,820000,3.03579e-62
Model1,840000,3.04251e-62
Model1,860000,3.04359e-62
Model1,880000,3.04157e-62
Model1,900000,3.04297e-62
Model1,920000,3.04562e-62
Model1,940000,3.04555e-62
Model1,960000,3.04921e-62
Model1,980000,3.05139e-62
Model1,1000000,3.04996e-62
Model1,1020000,3.0504e-62
Model1,1040000,3.05432e-62
Model1,1060000,3.04655e-62
Model1,1080000,3.04811e-62
Model1,1100000,3.05495e-62
Model1,1120000,3.05409e-62
Model1,1140000,3.04711e-62
Model1,1160000,3.04542e-62
Model1,1180000,3.04843e-62
Model1,1200000,3.04234e-62
Model1,1220000,3.03906e-62
Model1,1240000,3.04113e-62
Model1,1260000,3.03833e-62
Model1,1280000,3.03838e-62
Model1,1300000,3.03508e-62
Model1,1320000,3.03085e-62
Model1,1340000,3.03214e-62
Model1,1360000,3.03846e-62
Model1,1380000,3.04378e-62
Model1,1400000,3.04202e-62
Model1,1420000,3.03872e-62
Model1,1440000,3.03815e-62
Model1,1460000,3.03631e-62
Model1,1480000,3.03303e-62
Model1,1500000,3.0368e-62
Model1,1520000,3.04095e-62
Model1,1540000,3.04408e-62
Model1,1560000,3.04021e-62
Model1,1580000,3.03798e-62
Model1,1600000,3.03387e-62
Model1,1620000,3.03246e-62
Model1,1640000,3.03461e-62
Model1,1660000,3.03471e-62
Model1,1680000,3.03233e-62
Model1,1700000,3.02667e-62
Model1,1720000,3.01926e-62
Model1,1740000,3.01646e-62
Model1,1760000,3.00887e-62
Model1,1780000,3.01622e-62
Model1,1800000,3.01916e-62
Model1,1820000,3.01774e-62
Model1,1840000,3.01862e-62
Model1,1860000,3.02127e-62
Model1,1880000,3.02185e-62
Model1,1900000,3.02428e-62
Model1,1920000,3.02472e-62
Model1,1940000,3.02621e-62
Model1,1960000,3.02613e-62
Model1,1980000,3.02395e-62
Model1,2000000,3.02231e-62
Model2,20000,1.39538e-62
Model2,40000,1.30162e-62
Model2,60000,1.48405e-62
Model2,80000,1.45835e-62
Model2,100000,1.43948e-62
Model2,120000,1.41992e-62
Model2,140000,1.51258e-62
Model2,160000,1.46691e-62
Model2,180000,1.44381e-62
Model2,200000,1.48224e-62
Model2,220000,1.45901e-62
Model2,240000,1.4292e-62
Model2,260000,1.39135e-62
Model2,280000,1.39584e-62
Model2,300000,1.42831e-62
Model2,320000,1.43886e-62
Model2,340000,1.42796e-62
Model2,360000,1.42218e-62
Model2,380000,1.41232e-62
Model2,400000,1.42002e-62
Model2,420000,1.41025e-62
Model2,440000,1.41302e-62
Model2,460000,1.397e-62
Model2,480000,1.39922e-62
Model2,500000,1.40617e-62
Model2,520000,1.40369e-62
Model2,540000,1.40981e-62
Model2,560000,1.40354e-62
Model2,580000,1.39231e-62
Model2,600000,1.40865e-62
Model2,620000,1.41221e-62
Model2,640000,1.41369e-62
Model2,660000,1.40432e-62
Model2,680000,1.40229e-62
Model2,700000,1.40784e-62
Model2,720000,1.39857e-62
Model2,740000,1.39299e-62
Model2,760000,1.40471e-62
Model2,780000,1.41027e-62
Model2,800000,1.41225e-62
Model2,820000,1.40282e-62
Model2,840000,1.40145e-62
Model2,860000,1.40996e-62
Model2,880000,1.40747e-62
Model2,900000,1.40229e-62
Model2,920000,1.39983e-62
Model2,940000,1.39945e-62
Model2,960000,1.40362e-62
Model2,980000,1.40777e-62
Model2,1000000,1.40381e-62
Model2,1020000,1.39968e-62
Model2,1040000,1.39842e-62
Model2,1060000,1.39558e-62
Model2,1080000,1.40249e-62
Model2,1100000,1.39142e-62
Model2,1120000,1.39132e-62
Model2,1140000,1.4006e-62
Model2,1160000,1.40225e-62
Model2,1180000,1.4202e-62
Model2,1200000,1.4422e-62
Model2,1220000,1.43847e-62
Model2,1240000,1.43466e-62
Model2,1260000,1.42813e-62
Model2,1280000,1.43192e-62
Model2,1300000,1.43081e-62
Model2,1320000,1.42312e-62
Model2,1340000,1.42046e-62
Model2,1360000,1.42129e-62
Model2,1380000,1.41713e-62
Model2,1400000,1.41138e-62
Model2,1420000,1.40991e-62
Model2,1440000,1.42406e-62
Model2,1460000,1.42036e-62
Model2,1480000,1.41884e-62
Model2,1500000,1.42231e-62
Model2,1520000,1.41739e-62
Model2,1540000,1.41482e-62
Model2,1560000,1.41347e-62
Model2,1580000,1.41237e-62
Model2,1600000,1.4171e-62
Model2,1620000,1.41501e-62
Model2,1640000,1.41257e-62
Model2,1660000,1.41361e-62
Model2,1680000,1.41063e-62
Model2,1700000,1.40653e-62
Model2,1720000,1.4055e-62
Model2,1740000,1.40352e-62
Model2,1760000,1.41199e-62
Model2,1780000,1.40786e-62
Model2,1800000,1.40538e-62
Model2,1820000,1.40683e-62
Model2,1840000,1.40587e-62
Model2,1860000,1.40679e-62
Model2,1880000,1.40768e-62
Model2,1900000,1.40344e-62
Model2,1920000,1.40631e-62
Model2,1940000,1.40865e-62
Model2,1960000,1.40804e-62
Model2,1980000,1.41056e-62
Model2,2000000,1.40591e-62
Model1,20000,2.61227e-59
Model1,40000,2.6236e-59
Model1,60000,2.58316e-59
Model1,80000,2.65644e-59
Model1,100000,2.69888e-59
Model1,120000,2.72983e-59
Model1,140000,2.69889e-59
Model1,160000,2.66289e-59
Model1,180000,2.65391e-59
Model1,200000,2.68825e-59
Model1,220000,2.69637e-59
Model1,240000,2.6704e-59
Model1,260000,2.66517e-59
Model1,280000,2.65719e-59
Model1,300000,2.66741e-59
Model1,320000,2.66592e-59
Model1,340000,2.67013e-59
Model1,360000,2.67227e-59
Model1,380000,2.68465e-59
Model1,400000,2.68643e-59
Model1,420000,2.71845e-59
Model1,440000,2.73154e-59
Model1,460000,2.75433e-59
Model1,480000,2.78096e-59
Model1,500000,2.7842e-59
Model1,520000,2.80037e-59
Model1,540000,2.80955e-59
Model1,560000,2.81684e-59
Model1,580000,2.81642e-59
Model1,600000,2.8083e-59
Model1,620000,2.81463e-59
Model1,640000,2.8049e-59
Model1,660000,2.78297e-59
Model1,680000,2.7816e-59
Model1,700000,2.78382e-59
Model1,720000,2.79123e-59
Model1,740000,2.78713e-59
Model1,760000,2.78954e-59
Model1,780000,2.7935e-59
Model1,800000,2.78871e-59
Model1,820000,2.79214e-59
Model1,840000,2.7804e-59
Model1,860000,2.78386e-59
Model1,880000,2.78173e-59
Model1,900000,2.77899e-59
Model1,920000,2.77741e-59
Model1,940000,2.77332e-59
Model1,960000,2.78304e-59
Model1,980000,2.77968e-59
Model1,1000000,2.7755e-59
Model1,1020000,2.76495e-59
Model1,1040000,2.76324e-59
Model1,1060000,2.76376e-59
Model1,1080000,2.76031e-59
Model1,1100000,2.75564e-59
Model1,1120000,2.7594e-59
Model1,1140000,2.75707e-59
Model1,1160000,2.75372e-59
Model1,1180000,2.74989e-59
Model1,1200000,2.75378e-59
Model1,1220000,2.74966e-59
Model1,1240000,2.74599e-59
Model1,1260000,2.74503e-59
Model1,1280000,2.74299e-59
Model1,1300000,2.746e-59
Model1,1320000,2.74191e-59
Model1,1340000,2.73499e-59
Model1,1360000,2.7354e-59
Model1,1380000,2.7372e-59
Model1,1400000,2.73568e-59
Model1,1420000,2.73826e-59
Model1,1440000,2.74111e-59
Model1,1460000,2.73898e-59
Model1,1480000,2.73413e-59
Model1,1500000,2.7334e-59
Model1,1520000,2.73875e-59
Model1,1540000,2.73914e-59
Model1,1560000,2.73566e-59
Model1,1580000,2.74141e-59
Model1,1600000,2.74076e-59
Model1,1620000,2.73763e-59
Model1,1640000,2.73924e-59
Model1,1660000,2.73957e-59
Model1,1680000,2.74041e-59
Model1,1700000,2.74403e-59
Model1,1720000,2.74184e-59
Model1,1740000,2.74161e-59
Model1,1760000,2.73816e-59
Model1,1780000,2.7385e-59
Model1,1800000,2.73897e-59
Model1,1820000,2.73648e-59
Model1,1840000,2.73352e-59
Model1,1860000,2.73076e-59
Model1,1880000,2.72612e-59
Model1,1900000,2.728e-59
Model1,1920000,2.72735e-59
Model1,1940000,2.72481e-59
Model1,1960000,2.72484e-59
Model1,1980000,2.72529e-59
Model1,2000000,2.72508e-59
Model2,20000,9.01788e-60
Model2,40000,1.09847e-59
Model2,60000,1.13592e-59
Model2,80000,1.23159e-59
Model2,100000,1.22724e-59
Model2,120000,1.25409e-59
Model2,140000,1.23233e-59
Model2,160000,1.24843e-59
Model2,180000,1.23679e-59
Model2,200000,1.24298e-59
Model2,220000,1.21372e-59
Model2,240000,1.19396e-59
Model2,260000,1.18441e-59
Model2,280000,1.1738e-59
Model2,300000,1.17508e-59
Model2,320000,1.17451e-59
Model2,340000,1.17332e-59
Model2,360000,1.15749e-59
Model2,380000,1.14284e-59
Model2,400000,1.14603e-59
Model2,420000,1.13769e-59
Model2,440000,1.13256e-59
Model2,460000,1.12205e-59
Model2,480000,1.11139e-59
Model2,500000,1.12028e-59
Model2,520000,1.11955e-59
Model2,540000,1.12447e-59
Model2,560000,1.12056e-59
Model2,580000,1.11732e-59
Model2,600000,1.10595e-59
Model2,620000,1.10073e-59
Model2,640000,1.10036e-59
Model2,660000,1.10024e-59
Model2,680000,1.10234e-59
Model2,700000,1.10361e-59
Model2,720000,1.10267e-59
Model2,740000,1.1032e-59
Model2,760000,1.10002e-59
Model2,780000,1.10593e-59
Model2,800000,1.10846e-59
Model2,820000,1.10555e-59
Model2,840000,1.10089e-59
Model2,860000,1.09748e-59
Model2,880000,1.09724e-59
Model2,900000,1.09436e-59
Model2,920000,1.09193e-59
Model2,940000,1.08948e-59
Model2,960000,1.08772e-59
Model2,980000,1.09147e-59
Model2,1000000,1.09431e-59
Model2,1020000,1.09087e-59
Model2,1040000,1.09515e-59
Model2,1060000,1.10141e-59
Model2,1080000,1.10016e-59
Model2,1100000,1.10059e-59
Model2,1120000,1.10153e-59
Model2,1140000,1.10069e-59
Model2,1160000,1.10747e-59
Model2,1180000,1.10335e-59
Model2,1200000,1.10042e-59
Model2,1220000,1.10345e-59
Model2,1240000,1.10292e-59
Model2,1260000,1.10745e-59
Model2,1280000,1.10456e-59
Model2,1300000,1.10612e-59
Model2,1320000,1.10537e-59
Model2,1340000,1.10842e-59
Model2,1360000,1.10749e-59
Model2,1380000,1.10933e-59
Model2,1400000,1.1085e-59
Model2,1420000,1.11405e-59
Model2,1440000,1.10952e-59
Model2,1460000,1.10652e-59
Model2,1480000,1.10923e-59
Model2,1500000,1.11327e-59
Model2,1520000,1.11116e-59
Model2,1540000,1.11186e-59
Model2,1560000,1.11204e-59
Model2,1580000,1.11522e-59
Model2,1600000,1.11507e-59
Model2,1620000,1.11331e-59
Model2,1640000,1.11159e-59
Model2,1660000,1.11044e-59
Model2,1680000,1.1109e-59
Model2,1700000,1.11013e-59
Model2,1720000,1.1095e-59
Model2,1740000,1.11068e-59
Model2,1760000,1.10944e-59
Model2,1780000,1.10856e-59
Model2,1800000,1.10934e-59
Model2,1820000,1.11159e-59
Model2,1840000,1.11037e-59
Model2,1860000,1.1102e-59
Model2,1880000,1.10658e-59
Model2,1900000,1.10709e-59
Model2,1920000,1.10858e-59
Model2,1940000,1.11027e-59
Model2,1960000,1.10985e-59
Model2,1980000,1.11143e-59
Model2,2000000,1.11272e-59
Model1,20000,9.14123e-60
Model1,40000,8.75329e-60
Model1,60000,8.82337e-60
Model1,80000,9.00215e-60
Model1,100000,9.03434e-60
Model1,120000,9.34266e-60
Model1,140000,9.28456e-60
Model1,160000,9.13922e-60
Model1,180000,9.27148e-60
Model1,200000,9.2284e-60
Model1,220000,9.33776e-60
Model1,240000,9.47383e-60
Model1,260000,9.47259e-60
Model1,280000,9.58682e-60
Model1,300000,9.46061e-60
Model1,320000,9.4449e-60
Model1,340000,9.42079e-60
Model1,360000,9.43906e-60
Model1,380000,9.42592e-60
Model1,400000,9.53071e-60
Model1,420000,9.53003e-60
Model1,440000,9.51877e-60
Model1,460000,9.5407e-60
Model1,480000,9.5186e-60
Model1,500000,9.51364e-60
Model1,520000,9.53938e-60
Model1,540000,9.55155e-60
Model1,560000,9.55206e-60
Model1,580000,9.60038e-60
Model1,600000,9.56285e-60
Model1,620000,9.54211e-60
Model1,640000,9.53179e-60
Model1,660000,9.54211e-60
Model1,680000,9.52045e-60
Model1,700000,9.51467e-60
Model1,720000,9.57049e-60
Model1,740000,9.58974e-60
Model1,760000,9.60874e-60
Model1,780000,9.55869e-60
Model1,800000,9.58408e-60
Model1,820000,9.5905e-60
Model1,840000,9.59458e-60
Model1,860000,9.57147e-60
Model1,880000,9.57764e-60
Model1,900000,9.59208e-60
Model1,920000,9.6217e-60
Model1,940000,9.60866e-60
Model1,960000,9.58455e-60
Model1,980000,9.57786e-60
Model1,1000000,9.60534e-60
Model1,1020000,9.59693e-60
Model1,1040000,9.62392e-60
Model1,1060000,9.62364e-60
Model1,1080000,9.59992e-60
Model1,1100000,9.60523e-60
Model1,1120000,9.62439e-60
Model1,1140000,9.62263e-60
Model1,1160000,9.59935e-60
Model1,1180000,9.60838e-60
Model1,1200000,9.60241e-60
Model1,1220000,9.61544e-60
Model1,1240000,9.59897e-60
Model1,1260000,9.59204e-60
Model1,1280000,9.60311e-60
Model1,1300000,9.60096e-60
Model1,1320000,9.60351e-60
Model1,1340000,9.60134e-60
Model1,1360000,9.60221e-60
Model1,1380000,9.62177e-60
Model1,1400000,9.62109e-60
Model1,1420000,9.62148e-60
Model1,1440000,9.63148e-60
Model1,1460000,9.63003e-60
Model1,1480000,9.62483e-60
Model1,1500000,9.62877e-60
Model1,1520000,9.62995e-60
Model1,1540000,9.64691e-60
Model1,1560000,9.66194e-60
Model1,1580000,9.66879e-60
Model1,1600000,9.66621e-60
Model1,1620000,9.67256e-60
Model1,1640000,9.68371e-60
Model1,1660000,9.68935e-60
Model1,1680000,9.68309e-60
Model1,1700000,9.6849e-60
Model1,1720000,9.70963e-60
Model1,1740000,9.71055e-60
Model1,1760000,9.70608e-60
Model1,1780000,9.69886e-60
Model1,1800000,9.69976e-60
Model1,1820000,9.69316e-60
Model1,1840000,9.69351e-60
Model1,1860000,9.70914e-60
Model1,1880000,9.69817e-60
Model1,1900000,9.69458e-60
Model1,1920000,9.71391e-60
Model1,1940000,9.71175e-60
Model1,1960000,9.72012e-60
Model1,1980000,9.71079e-60
Model1,2000000,9.70454e-60
Model2,20000,3.78062e-58
Model2,40000,6.79714e-58
Model2,60000,8.30328e-58
Model2,80000,9.3903e-58
Model2,100000,9.0012e-58
Model2,120000,9.12522e-58
Model2,140000,8.93871e-58
Model2,160000,8.09996e-58
Model2,180000,7.83462e-58
Model2,200000,7.57733e-58
Model2,220000,8.13892e-58
Model2,240000,8.10435e-58
Model2,260000,8.32344e-58
Model2,280000,7.93326e-58
Model2,300000,7.85818e-58
Model2,320000,7.55981e-58
Model2,340000,7.26167e-58
Model2,360000,7.36522e-58
Model2,380000,7.53414e-58
Model2,400000,7.49733e-58
Model2,420000,7.4149e-58
Model2,440000,8.01163e-58
Model2,460000,8.36261e-58
Model2,480000,8.3933e-58
Model2,500000,8.28286e-58
Model2,520000,8.91199e-58
Model2,540000,8.96223e-58
Model2,560000,8.97409e-58
Model2,580000,9.3155e-58
Model2,600000,9.47963e-58
Model2,620000,9.32753e-58
Model2,640000,9.31438e-58
Model2,660000,9.20074e-58
Model2,680000,9.27562e-58
Model2,700000,9.34845e-58
Model2,720000,9.42127e-58
Model2,740000,9.63438e-58
Model2,760000,9.51525e-58
Model2,780000,9.43727e-58
Model2,800000,9.41421e-58
Model2,820000,9.24657e-58
Model2,840000,9.35101e-58
Model2,860000,9.23652e-58
Model2,880000,9.48349e-58
Model2,900000,9.40349e-58
Model2,920000,9.47388e-58
Model2,940000,9.43472e-58
Model2,960000,9.34692e-58
Model2,980000,9.27831e-58
Model2,1000000,9.41423e-58
Model2,1020000,9.35299e-58
Model2,1040000,9.56377e-58
Model2,1060000,9.49807e-58
Model2,1080000,9.42768e-58
Model2,1100000,9.42405e-58
Model2,1120000,9.43695e-58
Model2,1140000,9.35306e-58
Model2,1160000,9.54972e-58
Model2,1180000,9.51496e-58
Model2,1200000,9.46488e-58
Model2,1220000,9.47343e-58
Model2,1240000,9.39001e-58
Model2,1260000,9.35267e-58
Model2,1280000,9.36549e-58
Model2,1300000,9.64929e-58
Model2,1320000,9.78227e-58
Model2,1340000,9.82156e-58
Model2,1360000,9.76634e-58
Model2,1380000,9.70229e-58
Model2,1400000,9.60136e-58
Model2,1420000,9.52815e-58
Model2,1440000,9.47236e-58
Model2,1460000,9.39211e-58
Model2,1480000,9.4908e-58
Model2,1500000,9.47175e-58
Model2,1520000,9.52514e-58
Model2,1540000,9.53623e-58
Model2,1560000,9.54986e-58
Model2,1580000,9.59232e-58
Model2,1600000,9.82677e-58
Model2,1620000,9.75144e-58
Model2,1640000,9.66821e-58
Model2,1660000,9.75271e-58
Model2,1680000,9.85451e-58
Model2,1700000,9.87078e-58
Model2,1720000,9.78918e-58
Model2,1740000,9.73193e-58
Model2,1760000,9.67937e-58
Model2,1780000,9.6668e-58
Model2,1800000,9.74516e-58
Model2,1820000,9.75426e-58
Model2,1840000,9.87168e-58
Model2,1860000,9.97349e-58
Model2,1880000,9.979e-58
Model2,1900000,9.9887e-58
Model2,1920000,1.00158e-57
Model2,1940000,1.00747e-57
Model2,1960000,1.00035e-57
Model2,1980000,9.94122e-58
Model2,2000000,9.86614e-58
Model1,20000,5.31719e-78
Model1,40000,4.61685e-78
Model1,60000,4.71148e-78
Model1,80000,4.61509e-78
Model1,100000,4.52398e-78
Model1,120000,4.68869e-78
Model1,140000,4.75091e-78
Model1,160000,4.76276e-78
Model1,180000,4.7568e-78
Model1,200000,4.85412e-78
Model1,220000,4.76319e-78
Model1,240000,4.79353e-78
Model1,260000,4.73471e-78
Model1,280000,4.66654e-78
Model1,300000,4.66919e-78
Model1,320000,4.68233e-78
Model1,340000,4.60819e-78
Model1,360000,4.60679e-78
Model1,380000,4.61436e-78
Model1,400000,4.60323e-78
Model1,420000,4.57374e-78
Model1,440000,4.51873e-78
Model1,460000,4.51393e-78
Model1,480000,4.52358e-78
Model1,500000,4.54754e-78
Model1,520000,4.55494e-78
Model1,540000,4.54049e-78
Model1,560000,4.54654e-78
Model1,580000,4.54349e-78
Model1,600000,4.52668e-78
Model1,620000,4.52501e-78
Model1,640000,4.51649e-78
Model1,660000,4.51697e-78
Model1,680000,4.54071e-78
Model1,700000,4.5587e-78
Model1,720000,4.52747e-78
Model1,740000,4.52469e-78
Model1,760000,4.52579e-78
Model1,780000,4.52427e-78
Model1,800000,4.53083e-78
Model1,820000,4.52181e-78
Model1,840000,4.53785e-78
Model1,860000,4.52824e-78
Model1,880000,4.51672e-78
Model1,900000,4.5143e-78
Model1,920000,4.51473e-78
Model1,940000,4.5138e-78
Model1,960000,4.50982e-78
Model1,980000,4.49989e-78
Model1,1000000,4.51394e-78
Model1,1020000,4.51853e-78
Model1,1040000,4.49676e-78
Model1,1060000,4.49664e-78
Model1,1080000,4.5114e-78
Model1,1100000,4.513e-78
Model1,1120000,4.51202e-78
Model1,1140000,4.52627e-78
Model1,1160000,4.53259e-78
Model1,1180000,4.5285e-78
Model1,1200000,4.53991e-78
Model1,1220000,4.53433e-78
Model1,1240000,4.54504e-78
Model1,1260000,4.5484e-78
Model1,1280000,4.56365e-78
Model1,1300000,4.55159e-78
Model1,1320000,4.57155e-78
Model1,1340000,4.56225e-78
Model1,1360000,4.56194e-78
Model1,1380000,4.56058e-78
Model1,1400000,4.5582e-78
Model1,1420000,4.54773e-78
Model1,1440000,4.54541e-78
Model1,1460000,4.5436e-78
Model1,1480000,4.53095e-78
Model1,1500000,4.52853e-78
Model1,1520000,4.53618e-78
Model1,1540000,4.53298e-78
Model1,1560000,4.53386e-78
Model1,1580000,4.52997e-78
Model1,1600000,4.52783e-78
Model1,1620000,4.51962e-78
Model1,1640000,4.53109e-78
Model1,1660000,4.53288e-78
Model1,1680000,4.54515e-78
Model1,1700000,4.56248e-78
Model1,1720000,4.56271e-78
Model1,1740000,4.5641e-78
Model1,1760000,4.56521e-78
Model1,1780000,4.56339e-78
Model1,1800000,4.56337e-78
Model1,1820000,4.55656e-78
Model1,1840000,4.55627e-78
Model1,1860000,4.55064e-78
Model1,1880000,4.54609e-78
Model1,1900000,4.55254e-78
Model1,1920000,4.55656e-78
Model1,1940000,4.55486e-78
Model1,1960000,4.55279e-78
Model1,1980000,4.54248e-78
Model1,2000000,4.54413e-78
Model2,20000,1.64698e-78
Model2,40000,1.63839e-78
Model2,60000,1.43789e-78
