model,iteration,average_prob
Model1,120000,3.44433e-44
Model1,140000,3.43063e-44
Model1,160000,3.41869e-44
Model1,180000,3.45874e-44
Model1,200000,3.46325e-44
Model1,220000,3.44262e-44
Model1,240000,3.42784e-44
Model1,260000,3.41636e-44
Model1,280000,3.4176e-44
Model1,300000,3.4382e-44
Model1,320000,3.45392e-44
Model1,340000,3.4441e-44
Model1,360000,3.46068e-44
Model1,380000,3.44618e-44
Model1,400000,3.46628e-44
Model1,420000,3.45818e-44
Model1,440000,3.45907e-44
Model1,460000,3.44152e-44
Model1,480000,3.45204e-44
Model1,500000,3.44839e-44
Model1,520000,3.44612e-44
Model1,540000,3.4454e-44
Model1,560000,3.44049e-44
Model1,580000,3.44427e-44
Model1,600000,3.4466e-44
Model1,620000,3.44709e-44
Model1,640000,3.46314e-44
Model1,660000,3.45884e-44
Model1,680000,3.44979e-44
Model1,700000,3.44884e-44
Model1,720000,3.45089e-44
Model1,740000,3.44787e-44
Model1,760000,3.45356e-44
Model1,780000,3.45525e-44
Model1,800000,3.44193e-44
Model1,820000,3.45164e-44
Model1,840000,3.46106e-44
Model1,860000,3.4582e-44
Model1,880000,3.45575e-44
Model1,900000,3.45144e-44
Model1,920000,3.45217e-44
Model1,940000,3.4523e-44
Model1,960000,3.45435e-44
Model1,980000,3.45257e-44
Model1,1000000,3.45548e-44
Model1,1020000,3.44756e-44
Model1,1040000,3.44767e-44
Model1,1060000,3.44795e-44
Model1,1080000,3.44577e-44
Model1,1100000,3.44812e-44
Model1,1120000,3.44721e-44
Model1,1140000,3.44684e-44
Model1,1160000,3.4491e-44
Model1,1180000,3.44341e-44
Model1,1200000,3.45032e-44
Model1,1220000,3.4488e-44
Model1,1240000,3.45039e-44
Model1,1260000,3.44884e-44
Model1,1280000,3.43933e-44
Model1,1300000,3.44087e-44
Model1,1320000,3.44314e-44
Model1,1340000,3.43378e-44
Model1,1360000,3.4242e-44
Model1,1380000,3.41969e-44
Model1,1400000,3.41236e-44
Model1,1420000,3.40668e-44
Model1,1440000,3.4069e-44
Model1,1460000,3.40809e-44
Model1,1480000,3.4066e-44
Model1,1500000,3.40502e-44
Model1,1520000,3.40563e-44
Model1,1540000,3.4081e-44
Model1,1560000,3.4096e-44
Model1,1580000,3.40409e-44
Model1,1600000,3.40643e-44
Model1,1620000,3.41023e-44
Model1,1640000,3.4085e-44
Model1,1660000,3.4131e-44
Model1,1680000,3.4138e-44
Model1,1700000,3.41365e-44
Model1,1720000,3.40915e-44
Model1,1740000,3.41252e-44
Model1,1760000,3.41038e-44
Model1,1780000,3.40895e-44
Model1,1800000,3.40744e-44
Model1,1820000,3.40759e-44
Model1,1840000,3.40628e-44
Model1,1860000,3.4067e-44
Model1,1880000,3.40507e-44
Model1,1900000,3.40776e-44
Model1,1920000,3.40939e-44
Model1,1940000,3.40885e-44
Model1,1960000,3.41025e-44
Model1,1980000,3.41272e-44
Model1,2000000,3.41253e-44
Model2,20000,3.65081e-43
Model2,40000,3.81063e-43
Model2,60000,3.5044e-43
Model2,80000,3.79714e-43
Model2,100000,3.61584e-43
Model2,120000,3.60776e-43
Model2,140000,3.82865e-43
Model2,160000,3.70975e-43
Model2,180000,3.64821e-43
Model2,200000,3.58264e-43
Model2,220000,3.52792e-43
Model2,240000,3.43429e-43
Model2,260000,3.55073e-43
Model2,280000,3.56494e-43
Model2,300000,3.48121e-43
Model2,320000,3.42805e-43
Model2,340000,3.46737e-43
Model2,360000,3.46262e-43
Model2,380000,3.50003e-43
Model2,400000,3.45923e-43
Model2,420000,3.6529e-43
Model2,440000,3.62418e-43
Model2,460000,3.73145e-43
Model2,480000,3.70723e-43
Model2,500000,3.71077e-43
Model2,520000,3.6935e-43
Model2,540000,3.68133e-43
Model2,560000,3.67209e-43
Model2,580000,3.72294e-43
Model2,600000,3.73735e-43
Model2,620000,3.7286e-43
Model2,640000,3.7155e-43
Model2,660000,3.70804e-43
Model2,680000,3.73636e-43
Model2,700000,3.70885e-43
Model2,720000,3.68811e-43
Model2,740000,3.67075e-43
Model2,760000,3.71602e-43
Model2,780000,3.71646e-43
Model2,800000,3.70244e-43
Model2,820000,3.72281e-43
Model2,840000,3.73364e-43
Model2,860000,3.75605e-43
Model2,880000,3.74033e-43
Model2,900000,3.73131e-43
Model2,920000,3.71544e-43
Model2,940000,3.71205e-43
Model2,960000,3.69942e-43
Model2,980000,3.68788e-43
Model2,1000000,3.67886e-43
Model2,1020000,3.67365e-43
Model2,1040000,3.66453e-43
Model2,1060000,3.6732e-43
Model2,1080000,3.65732e-43
Model2,1100000,3.64104e-43
Model2,1120000,3.63968e-43
Model2,1140000,3.68148e-43
Model2,1160000,3.67342e-43
Model2,1180000,3.68263e-43
Model2,1200000,3.65584e-43
Model2,1220000,3.66637e-43
Model2,1240000,3.6704e-43
Model2,1260000,3.65186e-43
Model2,1280000,3.65894e-43
Model2,1300000,3.66113e-43
Model2,1320000,3.66874e-43
Model2,1340000,3.65931e-43
Model2,1360000,3.66065e-43
Model2,1380000,3.66772e-43
Model2,1400000,3.66187e-43
Model2,1420000,3.65828e-43
Model2,1440000,3.66723e-43
Model2,1460000,3.66067e-43
Model2,1480000,3.66087e-43
Model2,1500000,3.68887e-43
Model2,1520000,3.69311e-43
Model2,1540000,3.73689e-43
Model2,1560000,3.71892e-43
Model2,1580000,3.72381e-43
Model2,1600000,3.75036e-43
Model2,1620000,3.75618e-43
Model2,1640000,3.75964e-43
Model2,1660000,3.75019e-43
Model2,1680000,3.73857e-43
Model2,1700000,3.7302e-43
Model2,1720000,3.73268e-43
Model2,1740000,3.72875e-43
Model2,1760000,3.73816e-43
Model2,1780000,3.73554e-43
Model2,1800000,3.74021e-43
Model2,1820000,3.72837e-43
Model2,1840000,3.7374e-43
Model2,1860000,3.74331e-43
Model2,1880000,3.75572e-43
Model2,1900000,3.76424e-43
Model2,1920000,3.75096e-43
Model2,1940000,3.7579e-43
Model2,1960000,3.76388e-43
Model2,1980000,3.76005e-43
Model2,2000000,3.76462e-43
Model1,20000,1.26521e-64
Model1,40000,1.1994e-64
Model1,60000,1.1633e-64
Model1,80000,1.15251e-64
Model1,100000,1.13679e-64
Model1,120000,1.14329e-64
Model1,140000,1.13656e-64
Model1,160000,1.1412e-64
Model1,180000,1.14483e-64
Model1,200000,1.14215e-64
Model1,220000,1.14124e-64
Model1,240000,1.13595e-64
Model1,260000,1.13265e-64
Model1,280000,1.13345e-64
Model1,300000,1.12793e-64
Model1,320000,1.13354e-64
Model1,340000,1.13115e-64
Model1,360000,1.12669e-64
Model1,380000,1.13058e-64
Model1,400000,1.1316e-64
Model1,420000,1.13396e-64
Model1,440000,1.13283e-64
Model1,460000,1.13694e-64
Model1,480000,1.13738e-64
Model1,500000,1.14491e-64
Model1,520000,1.14457e-64
Model1,540000,1.14311e-64
Model1,560000,1.14291e-64
Model1,580000,1.14663e-64
Model1,600000,1.1434e-64
Model1,620000,1.14525e-64
Model1,640000,1.14603e-64
Model1,660000,1.14446e-64
Model1,680000,1.14392e-64
Model1,700000,1.14282e-64
Model1,720000,1.14405e-64
Model1,740000,1.14328e-64
Model1,760000,1.1446e-64
Model1,780000,1.14198e-64
Model1,800000,1.14293e-64
Model1,820000,1.14182e-64
Model1,840000,1.14375e-64
Model1,860000,1.14423e-64
Model1,880000,1.1435e-64
Model1,900000,1.13986e-64
Model1,920000,1.14168e-64
Model1,940000,1.13831e-64
Model1,960000,1.13996e-64
Model1,980000,1.13795e-64
Model1,1000000,1.13777e-64
Model1,1020000,1.13716e-64
Model1,1040000,1.1376e-64
Model1,1060000,1.14064e-64
Model1,1080000,1.14167e-64
Model1,1100000,1.14126e-64
Model1,1120000,1.14122e-64
Model1,1140000,1.14417e-64
Model1,1160000,1.14629e-64
Model1,1180000,1.14677e-64
Model1,1200000,1.14626e-64
Model1,1220000,1.14631e-64
Model1,1240000,1.14819e-64
Model1,1260000,1.14778e-64
Model1,1280000,1.14611e-64
Model1,1300000,1.14685e-64
Model1,1320000,1.14636e-64
Model1,1340000,1.1471e-64
Model1,1360000,1.14873e-64
Model1,1380000,1.14914e-64
Model1,1400000,1.1481e-64
Model1,1420000,1.1499e-64
Model1,1440000,1.14947e-64
Model1,1460000,1.15001e-64
Model1,1480000,1.14908e-64
Model1,1500000,1.14895e-64
Model1,1520000,1.14924e-64
Model1,1540000,1.14883e-64
Model1,1560000,1.14987e-64
Model1,1580000,1.15016e-64
Model1,1600000,1.15276e-64
Model1,1620000,1.15442e-64
Model1,1640000,1.15425e-64
Model1,1660000,1.15406e-64
Model1,1680000,1.1553e-64
Model1,1700000,1.15619e-64
Model1,1720000,1.15652e-64
Model1,1740000,1.15557e-64
Model1,1760000,1.15629e-64
Model1,1780000,1.15651e-64
Model1,1800000,1.15623e-64
Model1,1820000,1.15846e-64
Model1,1840000,1.15752e-64
Model1,1860000,1.15834e-64
Model1,1880000,1.1599e-64
Model1,1900000,1.15866e-64
Model1,1920000,1.15932e-64
Model1,1940000,1.16026e-64
Model1,1960000,1.16101e-64
Model1,1980000,1.15991e-64
Model1,2000000,1.15792e-64
Model2,20000,9.7899e-58
Model2,40000,8.56583e-58
Model2,60000,1.55443e-57
Model2,80000,1.37498e-57
Model2,100000,1.2094e-57
Model2,120000,1.09723e-57
Model2,140000,9.95707e-58
Model2,160000,9.33869e-58
Model2,180000,1.1316e-57
Model2,200000,1.11214e-57
Model2,220000,1.05832e-57
Model2,240000,1.19985e-57
Model2,260000,1.24257e-57
Model2,280000,1.19489e-57
Model2,300000,1.22725e-57
Model2,320000,1.36068e-57
Model2,340000,1.37152e-57
Model2,360000,1.38183e-57
Model2,380000,1.42921e-57
Model2,400000,1.44413e-57
Model2,420000,1.41091e-57
Model2,440000,1.45917e-57
Model2,460000,1.4396e-57
Model2,480000,1.40042e-57
Model2,500000,1.36166e-57
Model2,520000,1.37941e-57
Model2,540000,1.35734e-57
Model2,560000,1.34149e-57
Model2,580000,1.31387e-57
Model2,600000,1.31842e-57
Model2,620000,1.29162e-57
Model2,640000,1.27991e-57
Model2,660000,1.26703e-57
Model2,680000,1.26361e-57
Model2,700000,1.25001e-57
Model2,720000,1.25373e-57
Model2,740000,1.23896e-57
Model2,760000,1.22672e-57
Model2,780000,1.24461e-57
Model2,800000,1.23299e-57
Model2,820000,1.24962e-57
Model2,840000,1.25451e-57
Model2,860000,1.27942e-57
Model2,880000,1.2607e-57
Model2,900000,1.27811e-57
Model2,920000,1.25573e-57
Model2,940000,1.25682e-57
Model2,960000,1.29689e-57
Model2,980000,1.29134e-57
Model2,1000000,1.27834e-57
Model2,1020000,1.30592e-57
Model2,1040000,1.30834e-57
Model2,1060000,1.30965e-57
Model2,1080000,1.34166e-57
Model2,1100000,1.33778e-57
Model2,1120000,1.32253e-57
Model2,1140000,1.3301e-57
Model2,1160000,1.31736e-57
Model2,1180000,1.32431e-57
Model2,1200000,1.325e-57
Model2,1220000,1.31856e-57
Model2,1240000,1.29972e-57
Model2,1260000,1.31512e-57
Model2,1280000,1.30356e-57
Model2,1300000,1.32402e-57
Model2,1320000,1.32066e-57
Model2,1340000,1.30983e-57
Model2,1360000,1.31522e-57
Model2,1380000,1.31016e-57
Model2,1400000,1.29734e-57
Model2,1420000,1.28275e-57
Model2,1440000,1.27194e-57
Model2,1460000,1.26238e-57
Model2,1480000,1.27149e-57
Model2,1500000,1.26207e-57
Model2,1520000,1.26894e-57
Model2,1540000,1.26122e-57
Model2,1560000,1.24904e-57
Model2,1580000,1.24014e-57
Model2,1600000,1.23372e-57
Model2,1620000,1.22994e-57
Model2,1640000,1.22078e-57
Model2,1660000,1.22375e-57
Model2,1680000,1.21951e-57
Model2,1700000,1.25605e-57
Model2,1720000,1.25801e-57
Model2,1740000,1.25408e-57
Model2,1760000,1.25207e-57
Model2,1780000,1.24375e-57
Model2,1800000,1.23532e-57
Model2,1820000,1.22964e-57
Model2,1840000,1.22224e-57
Model2,1860000,1.21687e-57
Model2,1880000,1.20966e-57
Model2,1900000,1.20321e-57
Model2,1920000,1.21986e-57
Model2,1940000,1.22157e-57
Model2,1960000,1.22657e-57
Model2,1980000,1.22323e-57
Model2,2000000,1.22458e-57
